projectID,topic,title
649883,EE-07-2014,Enhancing the capacity of public authorities to plan and implement sustainable energy policies and measures
790659,SMEInst-01-2016-2017,Open Disruptive Innovation Scheme
874102,EIC-SMEInst-2018-2020,SME instrument
811499,EIC-SMEInst-2018-2020,SME instrument
698606,NMP-25-2015,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
698607,SIE-01-2015,Stimulating the innovation potential of SMEs for a low carbon energy system
769980,MG-8-2-2017,"Big data in Transport: Research opportunities, challenges and limitations"
691192,MSCA-RISE-2015,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
698136,SIE-01-2015-1,Stimulating the innovation potential of SMEs for a low carbon energy system
810139,WIDESPREAD-05-2017,Twinning
823798,INFRASUPP-01-2018-2019,Policy and international cooperation measures for research infrastructures
830943,SU-ICT-03-2018,Establishing and operating a pilot for a Cybersecurity Competence Network to develop and implement a common Cybersecurity Research & Innovation Roadmap
731590,ICT-25-2016-2017,Advanced robot capabilities research and take-up
651993,ICT-37-2014-1,Open Disruptive Innovation Scheme (implemented through the SME instrument)
885916,EIC-SMEInst-2018-2020,SME instrument
763562,WIDESPREAD-04-2017,Teaming Phase 1
710549,GERI-4-2015,Support to research organisations to implement gender equality plans
736588,SMEInst-10-2016-2017,Small business innovation research for Transport and Smart Cities Mobility
727642,LCE-31-2016-2017,Social Sciences and Humanities Support for the Energy Union
707727,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
874434,IBA-INFRA-CONF-2019,International Conference on Research Infrastructures
675728,EINFRA-5-2015,Centres of Excellence for computing applications
775885,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
657466,LCE-20-2014,The human factor in the energy system
847068,LC-SC3-EE-11-2018-2019-2020,Aggregation - Project Development Assistance
813920,MSCA-ITN-2018,Innovative Training Networks
649621,EE-11-2014,New ICT-based solutions for energy efficiency
709188,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
799462,MSCA-IF-2017,Individual Fellowships
663953,SIE-01-2014-1,Stimulating the innovation potential of SMEs for a low carbon energy system
660776,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
747947,MSCA-IF-2016,Individual Fellowships
817296,EIC-SMEInst-2018-2020,SME instrument
701007,FTIPilot-1-2015,Fast Track to Innovation Pilot
745011,SMEInst-06-2016-2017,"Accelerating market introduction of ICT solutions for Health, Well-Being and Ageing Well"
652292,PHC-12-2014-1,Clinical research for the validation of biomarkers and/or diagnostic medical devices
658047,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
734560,MSCA-RISE-2016,Research and Innovation Staff Exchange
719968,SFS-08-2015-1,Resource-efficient eco-innovative food production and processing
861952,SGA-SEWP-COST-2019,COST
650785,SIE-01-2014-1,Stimulating the innovation potential of SMEs for a low carbon energy system
755621,JTI-CS2-2016-CFP04-REG-01-06,High Fidelity Integrated Non-Linear MBS Modelling of Morphing Wing
798820,MSCA-IF-2017,Individual Fellowships
895519,MSCA-IF-2019,Individual Fellowships
861540,LC-MG-1-10-2019,Logistics solutions that deal with requirements of the 'on demand economy' and for shared-connected and low-emission logistics operations
659083,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
739511,INFRADEV-02-2016,Preparatory Phase and support to early phase of ESFRI projects
739803,INNOSUP-02-2016,European SME innovation Associate - pilot
643955,ICT-22-2014,Multimodal and Natural computer interaction
832790,SU-DRS02-2018-2019-2020,Technologies for first responders
701867,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
854910,EIC-SMEInst-2018-2020,SME instrument
674962,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
727524,LCE-31-2016-2017,Social Sciences and Humanities Support for the Energy Union
731211,LCE-01-2016-2017,"Next generation innovative technologies enabling smart grids, storage and energy system integration with increasing share of renewables: distribution network"
664235,SC5-20-2014-1,Boosting the potential of small businesses for eco-innovation and a sustainable supply of raw materials
871747,EIC-SMEInst-2018-2020,SME instrument
683954,SFS-08-2015,Resource-efficient eco-innovative food production and processing
958374,LC-SPIRE-08-2020,Novel high performance materials and components (RIA)
797989,MSCA-IF-2017,Individual Fellowships
689669,WATER-2b-2015,"Integrated approaches to food security, low-carbon energy, sustainable water management and climate change mitigation:"
690660,MG-8.4a-2015,"Smart governance, network resilience and streamlined delivery of infrastructure innovation"
707539,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
689364,SC5-13f-2015,Strategic international dialogues and cooperation with raw materials producing countries and industry
644227,ICT-23-2014,Robotics
794697,MSCA-IF-2017,Individual Fellowships
645660,MSCA-RISE-2014,Marie Skłodowska-Curie Research and Innovation Staff Exchange (RISE)
723240,ICT-39-2016-2017,International partnership building in low and middle income countries
964808,FETOPEN-01-2018-2019-2020,FET-Open Challenging Current Thinking
699523,Environment,H2020-Adhoc-2014-20
794604,MSCA-IF-2017,Individual Fellowships
825746,SC1-BHC-05-2018,"International flagship collaboration with Canada for human data storage, integration and sharing to enable personalised medicine approaches"
704507,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
782091,SMEInst-11-2016-2017,"Boosting the potential of small businesses in the areas of climate action, environment, resource efficiency and raw materials"
795615,MSCA-IF-2017,Individual Fellowships
885407,EIC-SMEInst-2018-2020,SME instrument
726904,SMEInst-01-2016-2017,Open Disruptive Innovation Scheme
704672,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
875548,LC-BAT-5-2019,Research and innovation for advanced Li-ion cells (generation 3b)
710908,SIE-01-2015-1,Stimulating the innovation potential of SMEs for a low carbon energy system
737645,JTI-CS2-2016-CFP03-LPA-03-07,"Secured and performant wireless connection based on light (LiFi) for EFB, headset and other pilot connected devices"
878069,EIC-SMEInst-2018-2020,SME instrument
655723,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
740647,DS-05-2016,EU Cooperation and International Dialogues in Cybersecurity and Privacy Research and Innovation
748114,MSCA-IF-2016,Individual Fellowships
763277,SMEInst-09-2016-2017,Stimulating the innovation potential of SMEs for a low carbon and efficient energy system
865217,JTI-CS2-2018-CfP09-LPA-01-65,"Development of System pipework and Tooling for Sub-Assembly, Final-Assembly of the HLFC-wing Prototype"
821096,CE-SC5-06-2018,New technologies for the enhanced recovery of by-products
795117,MSCA-IF-2017,Individual Fellowships
657784,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
826293,SU-TDS-02-2018,Toolkit for assessing and reducing cyber risks in hospitals and care centres to protect privacy/data/infrastructures
656361,MSCA-IF-2014-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
794012,MSCA-IF-2017,Individual Fellowships
783989,SMEInst-04-2016-2017,Engaging SMEs in space research and development
945175,SC1-BHC-24-2020,Healthcare interventions for the management of the elderly multimorbid patient
728408,SMEInst-13-2016-2017,Engaging SMEs in security research and development
815008,LC-MG-1-3-2018,Harnessing and understanding the impacts of changes in urban mobility on policy making by city-led innovation for sustainable urban mobility
661057,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
101026935,MSCA-IF-2020,Individual Fellowships
689341,WATER-1b-2015,Demonstration/pilot activities
887775,EIC-SMEInst-2018-2020,SME instrument
817035,EIC-SMEInst-2018-2020,SME instrument
812167,EIC-SMEInst-2018-2020,SME instrument
676139,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
674094,IT-1-2014-1,Small business innovation research for Transport
698809,ICT-37-2015-1,Open Disruptive Innovation Scheme (implemented through the SME instrument)
686701,JTI-CS2-2014-CFP01-AIR-02-05,Structural bonded repair of monolithic composite airframe
876800,EIC-SMEInst-2018-2020,SME instrument
653670,MG-8.2b-2014,"Next generation transport infrastructure: resource efficient, smarter and safer"
649266,Energy75,Energy 75 per cent reimbursement
874473,SESAR-IR-VLD-WAVE2-01-2019,"PJ.19 W2 Content Integration, Performance Management and Business Case Development"
870337,LC-SPACE-04-EO-2019,Copernicus evolution – Research activities in support of cross-cutting applications between Copernicus services
709136,MSCA-IF-2015-GF,Marie Skłodowska-Curie Individual Fellowships (IF-GF)
843269,MSCA-IF-2018,Individual Fellowships
765141,MSCA-ITN-2017,Innovative Training Networks
793325,SMEInst-07-2016-2017,"Stimulating the innovation potential of SMEs for sustainable and competitive agriculture, forestry, agri-food and bio-based sectors"
796289,MSCA-IF-2017,Individual Fellowships
871060,INFRADEV-02-2019-2020,Preparatory Phase of new ESFRI projects and early phase support to ESFRI high strategic potential areas
702134,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
867425,WF-01-2018,Widening Fellowships
101032702,MSCA-IF-2020,Individual Fellowships
656738,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
894117,LC-SC3-EE-10-2018-2019-2020,Mainstreaming energy efficiency finance
660933,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
832537,EIC-SMEInst-2018-2020,SME instrument
800988,FETOPEN-04-2016-2017,FET Innovation Launchpad
946897,EIC-SMEInst-2018-2020,SME instrument
945357,MSCA-COFUND-2019,"Co-funding of regional, national and international programmes"
815264,LC-SC3-JA-4-2018,Support action in preparation of a Joint Programming activity
730844,S2R-OC-IP4-01-2016,"Interoperability Framework governance, ensuring its market uptake and sustainability"
886141,MSCA-IF-2019,Individual Fellowships
776604,SCC-02-2016-2017,Demonstrating innovative nature-based solutions in cities
897318,MSCA-IF-2019,Individual Fellowships
649925,EE-04-2014,Construction skills
672910,NMP-25-2014,"Accelerating the uptake of nanotechnologies, advanced materials or advanced manufacturing and processing technologies by SMEs"
101026555,MSCA-IF-2020,Individual Fellowships
101007915,MSCA-RISE-2020,Research and Innovation Staff Exchange
671864,PHC-12-2014-1,Clinical research for the validation of biomarkers and/or diagnostic medical devices
700191,DRS-11-2015,"Disaster Resilience & Climate Change topic 3: Mitigating the impacts of climate change and natural hazards on cultural heritage sites, structures and artefacts"
801440,FETOPEN-04-2016-2017,FET Innovation Launchpad
780473,ICT-11-2017,Collective Awareness Platforms for Sustainability and Social Innovation
853966,IMI2-2018-15-01,Integrated research platforms enabling patient-centric drug development
870647,MSCA-RISE-2019,Research and Innovation Staff Exchange
731125,LCE-01-2016-2017,"Next generation innovative technologies enabling smart grids, storage and energy system integration with increasing share of renewables: distribution network"
101022279,MSCA-IF-2020,Individual Fellowships
897733,MSCA-IF-2019,Individual Fellowships
714917,JTI-CS2-2015-CFP02-LPA-03-04,Touchscreen control panel for critical system management functions
675087,MSCA-ITN-2015-ETN,Marie Skłodowska-Curie Innovative Training Networks (ITN-ETN)
892440,SESAR-ER4-29-2019,Remain Well Clear for IFR RPAS Integration in Class D-G Airspace
688147,ICT-24-2015,Robotics
687352,GALILEO-1-2015,EGNSS applications
835846,MSCA-IF-2018,Individual Fellowships
101030887,MSCA-IF-2020,Individual Fellowships
718493,DRS-17-2015-1,Critical infrastructure protection topic 7: SME instrument topic: Protection of Urban soft targets and critical infrastructures
662387,IT-1-2014-1,Small business innovation research for Transport
777523,EINFRA-21-2017,Platform-driven e-infrastructure innovation
655601,MSCA-IF-2014-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
861509,MSCA-ITN-2019,Innovative Training Networks
653866,BES-12-2014,Conflict prevention and peace building topic 1: Enhancing the civilian conflict prevention and peace building capabilities of the EU
846270,MSCA-IF-2018,Individual Fellowships
780495,ICT-15-2016-2017,Big Data PPP: Large Scale Pilot actions in sectors best benefitting from data-driven innovation
730838,S2R-OC-CCA-01-2015,Long-term needs of different actors in the railway sector
799805,MSCA-IF-2017,Individual Fellowships
101007820,MSCA-RISE-2020,Research and Innovation Staff Exchange
893888,MSCA-IF-2019,Individual Fellowships
836819,LC-SC3-CC-6-2018,Transition in coal intensive regions
749519,MSCA-IF-2016,Individual Fellowships
740191,MSCA-IF-2016,Individual Fellowships
707406,MSCA-IF-2015-EF,Marie Skłodowska-Curie Individual Fellowships (IF-EF)
671617,ICT-14-2014,Advanced 5G Network Infrastructure for the Future Internet
763558,WIDESPREAD-04-2017,Teaming Phase 1
636626,MG-5.2-2014,Reducing impacts and costs of freight and service trips in urban areas
101006439,SwafS-14-2018-2019-2020,Supporting the development of territorial Responsible Research and Innovation
890437,LC-SC3-EC-2-2018-2019-2020,Mitigating household energy poverty
649690,EE-12-2014,Socioeconomic research on energy efficiency
871069,INFRADEV-02-2019-2020,Preparatory Phase of new ESFRI projects and early phase support to ESFRI high strategic potential areas
101027966,MSCA-IF-2020,Individual Fellowships
823998,MSCA-RISE-2018,Research and Innovation Staff Exchange
722012,MSCA-ITN-2016,Innovative Training Networks
689289,SC5-04-2015,Improving the air quality and reducing the carbon footprint of European cities
101029788,MSCA-IF-2020,Individual Fellowships
645198,ICT-11-2014,FIRE+ (Future Internet Research & Experimentation)
